"Country","Sex","Year","Age group","Mean height","Mean height lower 95% uncertainty interval","Mean height upper 95% uncertainty interval","Mean height standard error"
"United Kingdom","Girls",1998,14,160.6476983,160.2553718,161.0382365,0.198903794
"United Kingdom","Girls",1998,15,162.1710206,161.7824929,162.563835,0.198473816
"United Kingdom","Girls",1998,16,162.9445551,162.5525374,163.3513279,0.202076288
"United Kingdom","Girls",1998,17,163.2184401,162.8312465,163.6175328,0.198435704
"United Kingdom","Girls",1998,18,163.2561193,162.8886181,163.632885,0.188086312
"United Kingdom","Girls",1998,19,163.3253894,162.9584039,163.6970458,0.190209665
"United Kingdom","Girls",1999,5,111.3850419,110.9548361,111.8166292,0.218468377
"United Kingdom","Girls",1999,6,118.044958,117.67395,118.4367894,0.195368553
"United Kingdom","Girls",1999,7,124.1232243,123.7611655,124.5093244,0.189902438
"United Kingdom","Girls",1999,8,129.9243783,129.5565006,130.2953326,0.190101794
"United Kingdom","Girls",1999,9,135.7459888,135.3810461,136.1076783,0.186403187
"United Kingdom","Girls",1999,10,141.8658001,141.508847,142.2274257,0.185156993
"United Kingdom","Girls",1999,11,148.3022219,147.949735,148.663259,0.185312533
"United Kingdom","Girls",1999,12,154.0392575,153.6765256,154.4085509,0.188806462
"United Kingdom","Girls",1999,13,158.0951158,157.7240999,158.4684963,0.19006534
"United Kingdom","Girls",1999,14,160.6603704,160.2829651,161.0392801,0.190474465
"United Kingdom","Girls",1999,15,162.1834259,161.8104724,162.5644201,0.190781076
"United Kingdom","Girls",1999,16,162.960134,162.5865729,163.3478538,0.195402104
"United Kingdom","Girls",1999,17,163.2373413,162.8512072,163.6195646,0.192836716
"United Kingdom","Girls",1999,18,163.2853543,162.9231083,163.6510326,0.184315256
"United Kingdom","Girls",1999,19,163.3596103,162.9938058,163.7240484,0.187637769
"United Kingdom","Girls",2000,5,111.4161066,110.9995984,111.8376689,0.213632295
"United Kingdom","Girls",2000,6,118.0845399,117.7217171,118.4733447,0.1895935
"United Kingdom","Girls",2000,7,124.171203,123.8166124,124.5417478,0.184525996
"United Kingdom","Girls",2000,8,129.9714352,129.6162438,130.3374285,0.183502451
"United Kingdom","Girls",2000,9,135.7863937,135.4343674,136.1393292,0.179582669
"United Kingdom","Girls",2000,10,141.9001253,141.5540415,142.2484519,0.177454062
"United Kingdom","Girls",2000,11,148.3288628,147.9853443,148.6777678,0.177102899
"United Kingdom","Girls",2000,12,154.0584926,153.7080756,154.4155778,0.180784849
"United Kingdom","Girls",2000,13,158.1086578,157.7592871,158.4699049,0.18200193
"United Kingdom","Girls",2000,14,160.6726503,160.3140907,161.0313524,0.182522131
"United Kingdom","Girls",2000,15,162.1960981,161.8396206,162.5590595,0.183595806
"United Kingdom","Girls",2000,16,162.9725393,162.6074907,163.3437144,0.189184695
"United Kingdom","Girls",2000,17,163.2529202,162.887177,163.6191616,0.18774051
"United Kingdom","Girls",2000,18,163.3042555,162.9474888,163.6628448,0.179996543
"United Kingdom","Girls",2000,19,163.3888453,163.0257893,163.7584496,0.18565229
"United Kingdom","Girls",2001,5,111.4403748,111.0310788,111.8580391,0.209240614
"United Kingdom","Girls",2001,6,118.1156046,117.7608422,118.4857315,0.184269928
"United Kingdom","Girls",2001,7,124.2107848,123.8661965,124.5737426,0.179216952
"United Kingdom","Girls",2001,8,130.0194139,129.6744158,130.3805245,0.178760427
"United Kingdom","Girls",2001,9,135.8334506,135.4985491,136.1780219,0.173312968
"United Kingdom","Girls",2001,10,141.9405302,141.6073887,142.2808891,0.171140799
"United Kingdom","Girls",2001,11,148.363188,148.0288476,148.6955792,0.170058602
"United Kingdom","Girls",2001,12,154.0851335,153.7452697,154.4287296,0.173750747
"United Kingdom","Girls",2001,13,158.1278928,157.7909978,158.4728874,0.1750189
"United Kingdom","Girls",2001,14,160.6861923,160.3448354,161.0331508,0.175536292
"United Kingdom","Girls",2001,15,162.208378,161.8578242,162.5619139,0.176991955
"United Kingdom","Girls",2001,16,162.9852115,162.6211065,163.3442502,0.183536459
"United Kingdom","Girls",2001,17,163.2653255,162.9033576,163.6211455,0.183212183
"United Kingdom","Girls",2001,18,163.3198344,162.9728652,163.6679798,0.176053264
"United Kingdom","Girls",2001,19,163.4077464,163.0450972,163.7708547,0.183003107
"United Kingdom","Girls",2002,5,111.4645197,111.052909,111.8641914,0.204805175
"United Kingdom","Girls",2002,6,118.1398727,117.7920731,118.4980422,0.17909632
"United Kingdom","Girls",2002,7,124.2418495,123.9057193,124.5893603,0.174212732
"United Kingdom","Girls",2002,8,130.0589957,129.7294646,130.4062383,0.174138547
"United Kingdom","Girls",2002,9,135.8814293,135.5561024,136.222825,0.168945269
"United Kingdom","Girls",2002,10,141.9875871,141.6653418,142.3150198,0.165232445
"United Kingdom","Girls",2002,11,148.4035929,148.0870694,148.7260971,0.164312183
"United Kingdom","Girls",2002,12,154.1194587,153.7883532,154.4536641,0.167642297
"United Kingdom","Girls",2002,13,158.1545338,157.8224737,158.4917905,0.16910113
"United Kingdom","Girls",2002,14,160.7054274,160.3752248,161.0388656,0.169603593
"United Kingdom","Girls",2002,15,162.2219199,161.8796696,162.5561019,0.171355394
"United Kingdom","Girls",2002,16,162.9974914,162.6493476,163.3464691,0.178637772
"United Kingdom","Girls",2002,17,163.2779976,162.9182673,163.6203201,0.179356465
"United Kingdom","Girls",2002,18,163.3322397,162.9960804,163.6756779,0.172823405
"United Kingdom","Girls",2002,19,163.4233254,163.0647581,163.7815752,0.180304721
"United Kingdom","Girls",2003,5,111.4975263,111.094351,111.8849997,0.201145381
"United Kingdom","Girls",2003,6,118.1640176,117.8267346,118.5140536,0.173721333
"United Kingdom","Girls",2003,7,124.2661177,123.9383938,124.6040935,0.168991658
"United Kingdom","Girls",2003,8,130.0900604,129.7703165,130.4278889,0.169682167
"United Kingdom","Girls",2003,9,135.9210111,135.6050802,136.2453522,0.164700324
"United Kingdom","Girls",2003,10,142.0355658,141.7255838,142.3631244,0.161294746
"United Kingdom","Girls",2003,11,148.4506498,148.1434256,148.7672628,0.158880748
"United Kingdom","Girls",2003,12,154.1598636,153.8411348,154.4853312,0.162652855
"United Kingdom","Girls",2003,13,158.1888589,157.8678283,158.5202495,0.163895462
"United Kingdom","Girls",2003,14,160.7320683,160.4112769,161.0568248,0.164739521
"United Kingdom","Girls",2003,15,162.241155,161.9159709,162.5653628,0.166568832
"United Kingdom","Girls",2003,16,163.0110333,162.6643583,163.3562502,0.174707514
"United Kingdom","Girls",2003,17,163.2902776,162.94233,163.6247719,0.176494939
"United Kingdom","Girls",2003,18,163.3449119,163.0119341,163.6749717,0.170405126
"United Kingdom","Girls",2003,19,163.4357307,163.0791296,163.7890944,0.178457439
"United Kingdom","Girls",2004,5,111.5406999,111.1485472,111.9274122,0.197074749
"United Kingdom","Girls",2004,6,118.1970242,117.8651412,118.5376132,0.169334281
"United Kingdom","Girls",2004,7,124.2902626,123.969468,124.6134344,0.163589448
"United Kingdom","Girls",2004,8,130.1143286,129.7956627,130.4400434,0.164753887
"United Kingdom","Girls",2004,9,135.9520758,135.6461761,136.2647066,0.16053322
"United Kingdom","Girls",2004,10,142.0751476,141.7716378,142.3916443,0.157461378
"United Kingdom","Girls",2004,11,148.4986285,148.1965792,148.8094492,0.155622945
"United Kingdom","Girls",2004,12,154.2069205,153.9022097,154.5213496,0.157959096
"United Kingdom","Girls",2004,13,158.2292638,157.9178434,158.5520034,0.159651048
"United Kingdom","Girls",2004,14,160.7663935,160.4546522,161.0820713,0.160436481
"United Kingdom","Girls",2004,15,162.2677959,161.9494962,162.5914521,0.162726921
"United Kingdom","Girls",2004,16,163.0302684,162.6917578,163.366804,0.171318819
"United Kingdom","Girls",2004,17,163.3038195,162.9535939,163.6378074,0.174548284
"United Kingdom","Girls",2004,18,163.3571918,163.023403,163.6837367,0.169173035
"United Kingdom","Girls",2004,19,163.4484028,163.1009519,163.8060977,0.177583774
"United Kingdom","Girls",2005,5,111.5947386,111.214749,111.9641952,0.192522416
"United Kingdom","Girls",2005,6,118.2401978,117.908877,118.5706904,0.16505332
"United Kingdom","Girls",2005,7,124.3232691,124.0106997,124.6399154,0.159371285
"United Kingdom","Girls",2005,8,130.1384735,129.8273608,130.4507196,0.159787468
"United Kingdom","Girls",2005,9,135.976344,135.676814,136.2769901,0.155838403
"United Kingdom","Girls",2005,10,142.1062123,141.810754,142.4061611,0.153669889
"United Kingdom","Girls",2005,11,148.5382104,148.2394317,148.8419472,0.152470776
"United Kingdom","Girls",2005,12,154.2548992,153.9546601,154.5610553,0.155570568
"United Kingdom","Girls",2005,13,158.2763208,157.9729117,158.5928118,0.155746467
"United Kingdom","Girls",2005,14,160.8067983,160.4999496,161.1212097,0.156999655
"United Kingdom","Girls",2005,15,162.3021211,161.9916731,162.6152804,0.159383054
"United Kingdom","Girls",2005,16,163.0569093,162.7314793,163.3883435,0.16869431
"United Kingdom","Girls",2005,17,163.3230546,162.9781582,163.6611131,0.17289368
"United Kingdom","Girls",2005,18,163.3707337,163.0429455,163.6979341,0.16874506
"United Kingdom","Girls",2005,19,163.4606828,163.1151803,163.8195974,0.178021062
"United Kingdom","Girls",2006,5,111.6531661,111.2867008,112.0208708,0.188579176
"United Kingdom","Girls",2006,6,118.2942365,117.984307,118.615496,0.160838259
"United Kingdom","Girls",2006,7,124.3664427,124.0651407,124.6734568,0.155590313
"United Kingdom","Girls",2006,8,130.1714801,129.8659316,130.472937,0.156178633
"United Kingdom","Girls",2006,9,136.0004889,135.7079021,136.2943103,0.151298326
"United Kingdom","Girls",2006,10,142.1304805,141.844762,142.4222203,0.149496606
"United Kingdom","Girls",2006,11,148.569275,148.2832306,148.8591907,0.149362031
"United Kingdom","Girls",2006,12,154.294481,153.9907938,154.5962405,0.153308333
"United Kingdom","Girls",2006,13,158.3242995,158.0241532,158.6378113,0.154124852
"United Kingdom","Girls",2006,14,160.8538553,160.5546865,161.1659845,0.153986526
"United Kingdom","Girls",2006,15,162.342526,162.0392302,162.6527998,0.156898706
"United Kingdom","Girls",2006,16,163.0912345,162.767451,163.4180507,0.166569861
"United Kingdom","Girls",2006,17,163.3496955,163.0084856,163.6817409,0.171982861
"United Kingdom","Girls",2006,18,163.3899688,163.0597435,163.7127693,0.168564781
"United Kingdom","Girls",2006,19,163.4742247,163.1293955,163.8330461,0.178932927
"United Kingdom","Girls",2007,5,111.7213554,111.3533719,112.0911107,0.186297092
"United Kingdom","Girls",2007,6,118.3526641,118.0469984,118.6712517,0.157855135
"United Kingdom","Girls",2007,7,124.4204814,124.1284852,124.7240054,0.152446522
"United Kingdom","Girls",2007,8,130.2146537,129.9161638,130.5175167,0.153293313
"United Kingdom","Girls",2007,9,136.0334955,135.7502167,136.3210444,0.148301214
"United Kingdom","Girls",2007,10,142.1546254,141.8687501,142.4503202,0.145737861
"United Kingdom","Girls",2007,11,148.5935432,148.3113378,148.8809713,0.146146545
"United Kingdom","Girls",2007,12,154.3255457,154.0330098,154.6225566,0.151133985
"United Kingdom","Girls",2007,13,158.3638813,158.0645918,158.6718758,0.152668733
"United Kingdom","Girls",2007,14,160.901834,160.604923,161.2089245,0.153168305
"United Kingdom","Girls",2007,15,162.3895829,162.0908345,162.6898798,0.154929355
"United Kingdom","Girls",2007,16,163.1316394,162.8088208,163.4579493,0.16534934
"United Kingdom","Girls",2007,17,163.3840207,163.0451297,163.7226049,0.171636774
"United Kingdom","Girls",2007,18,163.4166097,163.0919298,163.7429602,0.16925883
"United Kingdom","Girls",2007,19,163.4934598,163.1487116,163.8603176,0.18021524
"United Kingdom","Girls",2008,5,111.7785894,111.4144686,112.1423116,0.18404347
"United Kingdom","Girls",2008,6,118.4208534,118.117587,118.7383389,0.156653023
"United Kingdom","Girls",2008,7,124.478909,124.1868046,124.7812602,0.150612074
"United Kingdom","Girls",2008,8,130.2686923,129.9715314,130.5653148,0.151446338
"United Kingdom","Girls",2008,9,136.0766691,135.7959721,136.3644469,0.146478106
"United Kingdom","Girls",2008,10,142.187632,141.9107542,142.4723232,0.143665682
"United Kingdom","Girls",2008,11,148.6176881,148.3434573,148.9007391,0.143660656
"United Kingdom","Girls",2008,12,154.3498139,154.0630867,154.6463633,0.149207432
"United Kingdom","Girls",2008,13,158.394946,158.1010426,158.6959069,0.151397601
"United Kingdom","Girls",2008,14,160.9414158,160.6463302,161.2495905,0.152595538
"United Kingdom","Girls",2008,15,162.4375616,162.1351329,162.7341382,0.155108278
"United Kingdom","Girls",2008,16,163.1786963,162.8585312,163.4995179,0.164706
"United Kingdom","Girls",2008,17,163.4244256,163.0833162,163.7612779,0.172302242
"United Kingdom","Girls",2008,18,163.4509349,163.1272516,163.7828559,0.170606435
"United Kingdom","Girls",2008,19,163.5201007,163.1763272,163.885532,0.182691012
"United Kingdom","Girls",2009,5,111.8284976,111.4710972,112.1874045,0.183514429
"United Kingdom","Girls",2009,6,118.4780874,118.176725,118.7899763,0.156037183
"United Kingdom","Girls",2009,7,124.5470983,124.2515779,124.8456604,0.150613504
"United Kingdom","Girls",2009,8,130.3271199,130.0316241,130.6236892,0.150864534
"United Kingdom","Girls",2009,9,136.1307078,135.84598,136.4173166,0.145924737
"United Kingdom","Girls",2009,10,142.2308056,141.9582045,142.5179938,0.143151095
"United Kingdom","Girls",2009,11,148.6506947,148.3779171,148.9362608,0.142943967
"United Kingdom","Girls",2009,12,154.3739588,154.089319,154.6619795,0.148309795
"United Kingdom","Girls",2009,13,158.4192142,158.1272845,158.7129851,0.150762512
"United Kingdom","Girls",2009,14,160.9724805,160.6780915,161.2732375,0.152361774
"United Kingdom","Girls",2009,15,162.4771435,162.176189,162.7799198,0.155654403
"United Kingdom","Girls",2009,16,163.226675,162.9057877,163.5465133,0.166089189
"United Kingdom","Girls",2009,17,163.4714825,163.1320452,163.8069205,0.173634981
"United Kingdom","Girls",2009,18,163.4913398,163.1567741,163.82287,0.173151167
"United Kingdom","Girls",2009,19,163.5544259,163.2047113,163.9243949,0.185800467
"United Kingdom","Girls",2010,5,111.868434,111.5109403,112.2275296,0.18381884
"United Kingdom","Girls",2010,6,118.5279955,118.2234718,118.8379995,0.15726176
"United Kingdom","Girls",2010,7,124.6043323,124.311076,124.8980762,0.151780538
"United Kingdom","Girls",2010,8,130.3953092,130.1000626,130.69458,0.152176314
"United Kingdom","Girls",2010,9,136.1891353,135.9020119,136.4788679,0.146917249
"United Kingdom","Girls",2010,10,142.2848442,142.0117102,142.5730737,0.143954522
"United Kingdom","Girls",2010,11,148.6938683,148.418058,148.9823054,0.143835788
"United Kingdom","Girls",2010,12,154.4069654,154.1258718,154.7021404,0.149145851
"United Kingdom","Girls",2010,13,158.4433591,158.1506849,158.7404748,0.15141816
"United Kingdom","Girls",2010,14,160.9967487,160.7024432,161.2968904,0.153121157
"United Kingdom","Girls",2010,15,162.5082082,162.2045871,162.8133985,0.156726464
"United Kingdom","Girls",2010,16,163.2662568,162.9432997,163.5904232,0.167928787
"United Kingdom","Girls",2010,17,163.5194612,163.1754455,163.8692334,0.176797458
"United Kingdom","Girls",2010,18,163.5383967,163.1991416,163.8842412,0.176340253
"United Kingdom","Girls",2010,19,163.5948308,163.2332362,163.9741713,0.190177656
"United Kingdom","Girls",2011,5,111.8942236,111.528179,112.2596725,0.185331161
"United Kingdom","Girls",2011,6,118.5679319,118.2578911,118.8803629,0.160324221
"United Kingdom","Girls",2011,7,124.6542405,124.3523577,124.9586188,0.155035123
"United Kingdom","Girls",2011,8,130.4525432,130.1462211,130.7576488,0.155070135
"United Kingdom","Girls",2011,9,136.2573247,135.9612406,136.5527362,0.149918951
"United Kingdom","Girls",2011,10,142.3432718,142.0626652,142.6373463,0.146635405
"United Kingdom","Girls",2011,11,148.747907,148.4722114,149.0447676,0.145973711
"United Kingdom","Girls",2011,12,154.450139,154.1553259,154.749771,0.151425839
"United Kingdom","Girls",2011,13,158.4763656,158.1773484,158.7781999,0.153760957
"United Kingdom","Girls",2011,14,161.0208936,160.7248875,161.3233285,0.155240335
"United Kingdom","Girls",2011,15,162.5324763,162.2244421,162.8452178,0.159010746
"United Kingdom","Girls",2011,16,163.2973215,162.9661917,163.6321616,0.170437081
"United Kingdom","Girls",2011,17,163.559043,163.2069938,163.9164749,0.180499367
"United Kingdom","Girls",2011,18,163.5863754,163.2358341,163.9463176,0.181170053
"United Kingdom","Girls",2011,19,163.6418877,163.2648037,164.0324628,0.195114179
"United Kingdom","Girls",2012,5,111.9044738,111.5294604,112.2771093,0.189157479
"United Kingdom","Girls",2012,6,118.5937215,118.269022,118.9240524,0.165776164
"United Kingdom","Girls",2012,7,124.6941768,124.3839725,125.012558,0.160583868
"United Kingdom","Girls",2012,8,130.5024514,130.1868959,130.8179637,0.160204488
"United Kingdom","Girls",2012,9,136.3145587,136.0105816,136.6189504,0.154749528
"United Kingdom","Girls",2012,10,142.4114611,142.1220263,142.7162144,0.15133367
"United Kingdom","Girls",2012,11,148.8063345,148.5226415,149.1081589,0.15008206
"United Kingdom","Girls",2012,12,154.5041777,154.2123594,154.812538,0.154839333
"United Kingdom","Girls",2012,13,158.5195392,158.2213557,158.8333273,0.157462146
"United Kingdom","Girls",2012,14,161.0539001,160.7505341,161.3656158,0.158985206
"United Kingdom","Girls",2012,15,162.5566212,162.2393986,162.8775313,0.162413651
"United Kingdom","Girls",2012,16,163.3215897,162.9820135,163.6666632,0.17411009
"United Kingdom","Girls",2012,17,163.5901077,163.2318761,163.953512,0.184957342
"United Kingdom","Girls",2012,18,163.6259573,163.2640093,163.9946705,0.186398042
"United Kingdom","Girls",2012,19,163.6898664,163.304719,164.0967576,0.201309941
"United Kingdom","Girls",2013,5,111.9006163,111.5058237,112.2856656,0.196035464
"United Kingdom","Girls",2013,6,118.6039718,118.2554057,118.9522362,0.175006693
"United Kingdom","Girls",2013,7,124.7199664,124.3900463,125.0578154,0.168939811
"United Kingdom","Girls",2013,8,130.5423877,130.2194216,130.8746277,0.167726469
"United Kingdom","Girls",2013,9,136.3644668,136.0499125,136.6839964,0.161748947
"United Kingdom","Girls",2013,10,142.4686951,142.1626917,142.7862274,0.157897568
"United Kingdom","Girls",2013,11,148.8745239,148.5792018,149.1851604,0.156101443
"United Kingdom","Girls",2013,12,154.5626052,154.2609883,154.8824798,0.160115705
"United Kingdom","Girls",2013,13,158.5735779,158.2673447,158.900973,0.162280441
"United Kingdom","Girls",2013,14,161.0970737,160.7849872,161.4194773,0.164018254
"United Kingdom","Girls",2013,15,162.5896278,162.2693545,162.9186147,0.167362513
"United Kingdom","Girls",2013,16,163.3457346,162.9976194,163.6993352,0.178503057
"United Kingdom","Girls",2013,17,163.6143759,163.2430089,163.9878431,0.190188084
"United Kingdom","Girls",2013,18,163.657022,163.2867426,164.0411955,0.192389746
"United Kingdom","Girls",2013,19,163.7294482,163.3374982,164.1465049,0.20758245
"United Kingdom","Girls",2014,5,111.8862192,111.4712212,112.2921945,0.209712014
"United Kingdom","Girls",2014,6,118.6001142,118.2298005,118.9691612,0.187752896
"United Kingdom","Girls",2014,7,124.7302167,124.3752569,125.0923991,0.181554686
"United Kingdom","Girls",2014,8,130.5681774,130.2177448,130.9211626,0.178013535
"United Kingdom","Girls",2014,9,136.4044032,136.0665476,136.7418944,0.17113832
"United Kingdom","Girls",2014,10,142.5186033,142.1992183,142.8510291,0.166437989
"United Kingdom","Girls",2014,11,148.9317579,148.619164,149.2604614,0.163905218
"United Kingdom","Girls",2014,12,154.6307946,154.3112838,154.9577411,0.167133764
"United Kingdom","Girls",2014,13,158.6320055,158.3125399,158.9731596,0.16885253
"United Kingdom","Girls",2014,14,161.1511124,160.8283419,161.4903427,0.1702111
"United Kingdom","Girls",2014,15,162.6328014,162.2951848,162.973688,0.17346525
"United Kingdom","Girls",2014,16,163.3787412,163.0282757,163.7421751,0.184310362
"United Kingdom","Girls",2014,17,163.6385208,163.2593713,164.0270249,0.195847165
"United Kingdom","Girls",2014,18,163.6812901,163.290076,164.0808847,0.198695728
"United Kingdom","Girls",2014,19,163.7605129,163.353464,164.1944539,0.214518861
"United Kingdom","Girls",2015,5,111.863752,111.4067989,112.3140762,0.231997235
"United Kingdom","Girls",2015,6,118.5857171,118.1861275,118.996994,0.206839347
"United Kingdom","Girls",2015,7,124.7263592,124.3447378,125.114693,0.197547689
"United Kingdom","Girls",2015,8,130.5784276,130.1985436,130.9611448,0.192511097
"United Kingdom","Girls",2015,9,136.4301928,136.0709082,136.7945254,0.183110879
"United Kingdom","Girls",2015,10,142.5585397,142.2188308,142.9136792,0.177168028
"United Kingdom","Girls",2015,11,148.981666,148.647477,149.3257619,0.173612207
"United Kingdom","Girls",2015,12,154.6880285,154.3535121,155.0333927,0.175751395
"United Kingdom","Girls",2015,13,158.7001948,158.3573093,159.0486297,0.177045372
"United Kingdom","Girls",2015,14,161.20954,160.8713034,161.5652067,0.177945705
"United Kingdom","Girls",2015,15,162.6868401,162.3446491,163.047949,0.18078088
"United Kingdom","Girls",2015,16,163.4219148,163.0561495,163.8016017,0.191080233
"United Kingdom","Girls",2015,17,163.6715274,163.2866557,164.0754016,0.202704792
"United Kingdom","Girls",2015,18,163.705435,163.3033959,164.1171345,0.205408911
"United Kingdom","Girls",2015,19,163.7847811,163.367631,164.2337822,0.221139926
"United Kingdom","Girls",2016,5,111.8336914,111.3065762,112.3516372,0.264795935
"United Kingdom","Girls",2016,6,118.56325,118.1049008,119.0205903,0.234014082
"United Kingdom","Girls",2016,7,124.7119621,124.2850804,125.140422,0.219350651
"United Kingdom","Girls",2016,8,130.5745701,130.1685136,130.9851274,0.210140924
"United Kingdom","Girls",2016,9,136.4404431,136.0474663,136.8352062,0.199048529
"United Kingdom","Girls",2016,10,142.5843293,142.2138334,142.9712217,0.19020766
"United Kingdom","Girls",2016,11,149.0216024,148.667135,149.3928659,0.185103229
"United Kingdom","Girls",2016,12,154.7379367,154.3795283,155.1050535,0.186154237
"United Kingdom","Girls",2016,13,158.7574288,158.3945524,159.1261168,0.18661361
"United Kingdom","Girls",2016,14,161.2777293,160.914957,161.6523511,0.18714123
"United Kingdom","Girls",2016,15,162.7452677,162.3856336,163.121034,0.189258994
"United Kingdom","Girls",2016,16,163.4759535,163.0975689,163.8744206,0.199044017
"United Kingdom","Girls",2016,17,163.714701,163.3136709,164.1335558,0.210287485
"United Kingdom","Girls",2016,18,163.7384416,163.3288557,164.1624088,0.213226525
"United Kingdom","Girls",2016,19,163.808926,163.3806276,164.2722732,0.228287138
"United Kingdom","Girls",2017,5,111.8004567,111.1836638,112.4230498,0.310097175
"United Kingdom","Girls",2017,6,118.5331893,118.0072327,119.0687303,0.270920718
"United Kingdom","Girls",2017,7,124.6894949,124.2102345,125.1756632,0.248519457
"United Kingdom","Girls",2017,8,130.560173,130.1098632,131.0172384,0.233176977
"United Kingdom","Girls",2017,9,136.4365855,136.0127526,136.8718108,0.217875814
"United Kingdom","Girls",2017,10,142.5945795,142.1944313,143.002285,0.206843026
"United Kingdom","Girls",2017,11,149.047392,148.6646671,149.451488,0.198614538
"United Kingdom","Girls",2017,12,154.7778731,154.3987306,155.1750413,0.197873068
"United Kingdom","Girls",2017,13,158.8073369,158.4244402,159.2025284,0.197682606
"United Kingdom","Girls",2017,14,161.3349633,160.9540724,161.7292556,0.197507445
"United Kingdom","Girls",2017,15,162.813457,162.4303402,163.2097613,0.198947058
"United Kingdom","Girls",2017,16,163.534381,163.1412407,163.9515372,0.207725335
"United Kingdom","Girls",2017,17,163.7687397,163.350068,164.2106602,0.218917046
"United Kingdom","Girls",2017,18,163.7816152,163.3662057,164.2309462,0.221660603
"United Kingdom","Girls",2017,19,163.8419326,163.4055545,164.3191915,0.236588378
"United Kingdom","Girls",2018,5,111.7671945,111.0435635,112.4928977,0.367424025
"United Kingdom","Girls",2018,6,118.4999546,117.8692109,119.1326282,0.319034839
"United Kingdom","Girls",2018,7,124.6594342,124.1089741,125.2206419,0.286590877
"United Kingdom","Girls",2018,8,130.5377058,130.0361216,131.0553098,0.263076805
"United Kingdom","Girls",2018,9,136.4221884,135.9519006,136.8959915,0.241631445
"United Kingdom","Girls",2018,10,142.590722,142.1536025,143.033669,0.226198269
"United Kingdom","Girls",2018,11,149.0576423,148.6441679,149.4885323,0.215363297
"United Kingdom","Girls",2018,12,154.8036627,154.3979994,155.2258102,0.211228359
"United Kingdom","Girls",2018,13,158.8472733,158.4469119,159.2682605,0.209684111
"United Kingdom","Girls",2018,14,161.3848715,160.9743187,161.8006827,0.209005637
"United Kingdom","Girls",2018,15,162.870691,162.463205,163.2854046,0.209670998
"United Kingdom","Girls",2018,16,163.6025704,163.1844387,164.0366295,0.217320838
"United Kingdom","Girls",2018,17,163.8271672,163.3937567,164.2902528,0.227797476
"United Kingdom","Girls",2018,18,163.8356539,163.3945591,164.300998,0.230908812
"United Kingdom","Girls",2018,19,163.8851062,163.4279953,164.3770231,0.245430377
"United Kingdom","Girls",2019,5,111.7333689,110.8780616,112.6060718,0.434884049
"United Kingdom","Girls",2019,6,118.4666925,117.7264344,119.2227474,0.37829647
"United Kingdom","Girls",2019,7,124.6261995,123.9770001,125.2941879,0.334910845
"United Kingdom","Girls",2019,8,130.5076451,129.9175468,131.0995676,0.301259906
"United Kingdom","Girls",2019,9,136.3997212,135.8755132,136.9348677,0.271957297
"United Kingdom","Girls",2019,10,142.5763249,142.0916544,143.0699818,0.249990527
"United Kingdom","Girls",2019,11,149.0537847,148.6053551,149.5238294,0.234781397
"United Kingdom","Girls",2019,12,154.8139129,154.3747728,155.2648495,0.227484728
"United Kingdom","Girls",2019,13,158.8730629,158.4522167,159.3180481,0.222806391
"United Kingdom","Girls",2019,14,161.4248078,160.9875301,161.8679381,0.221203331
"United Kingdom","Girls",2019,15,162.9205991,162.4876281,163.3558304,0.221187694
"United Kingdom","Girls",2019,16,163.6598044,163.2188788,164.101102,0.227833846
"United Kingdom","Girls",2019,17,163.8953565,163.4453125,164.3776285,0.237299953
"United Kingdom","Girls",2019,18,163.8940815,163.4412442,164.3823205,0.240174368
"United Kingdom","Girls",2019,19,163.9391448,163.4605892,164.4446372,0.254701549
