ons_id,result,first_party,second_party,electorate,valid_votes,invalid_votes,majority,con,lab,ld,brexit,green,snp,pc,dup,sf,sdlp,uup,alliance,other,other_winner
E14000990,Con hold,Con,LD,83958,61140,261,22410,35728,9310,13318,0,2784,0,0,0,0,0,0,0,0,0
E14000991,Con hold,Con,LD,81939,61176,265,20214,35484,7110,15270,0,3312,0,0,0,0,0,0,0,0,0
E14000992,Con hold,Con,Lab,70693,48890,194,18726,31029,12303,4067,0,1491,0,0,0,0,0,0,0,0,0
E14000993,Con hold,Con,Lab,80991,56588,242,25154,35634,10480,6774,0,2263,0,0,0,0,0,0,0,1437,0
E14000994,Con hold,Con,LD,69492,52243,254,12369,30202,4208,17833,0,0,0,0,0,0,0,0,0,0,0
E14000995,Con hold,Con,Lab,79659,47467,139,11482,27795,16313,1510,0,807,0,0,0,0,0,0,0,1042,0
E14000996,Con hold,Con,Lab,82953,59613,248,24239,35893,11654,8807,0,2291,0,0,0,0,0,0,0,968,0
E14000997,Con hold,Con,LD,79278,57003,312,26941,35784,8286,8843,0,4090,0,0,0,0,0,0,0,0,0
E14000998,Lab hold,Lab,Con,76954,58473,177,14307,16504,30811,8305,462,2314,0,0,0,0,0,0,0,77,0
E14000999,Con hold,Con,LD,75054,50426,141,17749,29863,6562,12114,0,1239,0,0,0,0,0,0,0,648,0
W07000053,Lab hold,Lab,Con,62330,37176,126,3742,11804,15546,1831,5742,812,0,1441,0,0,0,0,0,0,0
E14001000,Con hold,Con,LD,80403,59730,233,24992,35904,10290,10912,0,2077,0,0,0,0,0,0,0,547,0
E14001001,Con hold,Con,LD,69863,52182,196,12724,27751,8860,15027,0,0,0,0,0,0,0,0,0,544,0
E14001002,Lab hold,Lab,Con,75740,46856,204,30175,5446,35621,3168,527,1873,0,0,0,0,0,0,0,221,0
E14001003,Con hold,Con,Lab,76719,59190,171,4561,27237,22676,7150,0,1714,0,0,0,0,0,0,0,413,0
E14001004,Con hold,Con,LD,74823,54650,321,14645,30119,8098,15474,0,0,0,0,0,0,0,0,0,959,0
E14001005,LD hold,LD,Con,84906,64503,239,14121,22045,5476,36166,816,0,0,0,0,0,0,0,0,0,0
E14001006,Lab hold,Lab,Con,77261,56034,179,4857,22071,26928,3791,1963,1281,0,0,0,0,0,0,0,0,0
N06000017,DUP hold,DUP,SF,82887,50045,303,8210,0,0,0,0,0,0,0,20501,12291,4623,6197,6433,0,0
E14001007,Con hold,Con,Lab,70365,48187,93,7210,25351,18141,3026,0,1090,0,0,0,0,0,0,0,579,0
W07000060,Con gain from Lab,Con,Lab,56649,37213,84,1827,17270,15443,1471,1477,0,0,1552,0,0,0,0,0,0,0
W07000078,Con hold,Con,Lab,76508,54807,294,3562,27305,23743,0,0,3251,0,0,0,0,0,0,0,508,0
E14001008,Lab hold,Lab,LD,88659,56333,236,19612,9422,31615,12003,641,2516,0,0,0,0,0,0,0,136,0
E14001009,Con gain from Lab,Con,Lab,70192,45027,137,3358,21283,17925,1772,2725,0,0,0,0,0,0,0,0,1322,0
E14001010,Lab hold,Lab,Con,66310,46492,102,18322,11579,29901,1843,2037,1132,0,0,0,0,0,0,0,0,0
E14001011,Con hold,Con,Lab,67177,36556,125,11965,23334,11369,1236,0,617,0,0,0,0,0,0,0,0,0
E14001012,Lab hold,Lab,Con,68024,42472,115,3456,17416,20872,1602,1660,634,0,0,0,0,0,0,0,288,0
E14001013,Lab hold,Lab,Con,70267,48335,206,30862,5922,36784,2874,768,1733,0,0,0,0,0,0,0,254,0
E14001014,Lab hold,Lab,Con,63339,40509,119,814,16310,17124,2539,3141,1217,0,0,0,0,0,0,0,178,0
E14001015,Con hold,Con,LD,90867,67173,306,12653,34085,10181,21432,0,0,0,0,0,0,0,0,0,1475,0
E14001016,Lab hold,Lab,Con,62357,37239,142,11511,10390,21901,1588,2469,891,0,0,0,0,0,0,0,0,0
E14001017,Lab hold,Lab,Con,72235,46667,169,1509,19102,20611,3071,2626,1257,0,0,0,0,0,0,0,0,0
E14001018,Con gain from Lab,Con,Lab,86015,61899,187,2010,28187,26177,5732,1635,0,0,0,0,0,0,0,0,168,0
E14001019,Lab hold,Lab,Con,76362,54205,128,789,22929,23718,4995,807,1536,0,0,0,0,0,0,0,220,0
E14001020,Lab hold,Lab,Con,66278,37513,108,3723,12218,15941,2071,5439,1005,0,0,0,0,0,0,0,839,0
E14001021,Con hold,Con,Lab,83359,58065,263,4433,26421,21988,9323,0,0,0,0,0,0,0,0,0,333,0
E14001022,Con hold,Con,Lab,82791,51129,175,18002,31778,13776,2603,0,2727,0,0,0,0,0,0,0,245,0
E14001023,Con hold,Con,LD,82998,60907,365,25655,37043,9377,11388,0,3099,0,0,0,0,0,0,0,0,0
E14001024,Lab hold,Lab,Con,70551,50713,113,562,22210,22772,3300,1380,1051,0,0,0,0,0,0,0,0,0
E14001025,Con hold,Con,Lab,80765,51913,235,18540,32277,13737,4078,0,1821,0,0,0,0,0,0,0,0,0
E14001026,Con hold,Con,LD,81898,61628,216,9991,33336,4304,23345,0,0,0,0,0,0,0,0,0,643,0
E14001027,Con hold,Con,Lab,74892,52053,226,10955,27394,16439,6602,0,1618,0,0,0,0,0,0,0,0,0
E14001028,Lab hold,Lab,Con,74536,41557,127,2165,14577,16742,1705,7019,0,0,0,0,0,0,0,0,1514,0
S14000058,Con hold,Con,SNP,72640,53345,114,843,22752,2431,6253,0,0,21909,0,0,0,0,0,0,0,0
E14001029,Con gain from Lab,Con,Lab,62046,35975,104,1593,16804,15211,1313,1475,627,0,0,0,0,0,0,0,545,0
E14001030,Con gain from Lab Coop,Con,Lab,64517,34459,84,3799,17419,13620,915,1841,664,0,0,0,0,0,0,0,0,0
E14001031,Con hold,Con,LD,81897,60925,237,14106,33589,5729,19483,0,2124,0,0,0,0,0,0,0,0,0
S14000059,SNP hold,SNP,Lab,66517,45140,104,9553,6436,12843,1890,0,867,22396,0,0,0,0,0,0,708,0
E14001032,Lab hold,Lab,Con,97947,60200,317,32388,9793,42181,4161,1679,1780,0,0,0,0,0,0,0,606,0
E14001033,Lab hold,Lab,Con,73347,52663,170,8336,19122,27458,2560,2275,1248,0,0,0,0,0,0,0,0,0
E14001036,Lab hold,Lab,Con,65519,42911,133,10759,12481,23240,5593,418,1064,0,0,0,0,0,0,0,115,0
E14001037,LD hold,LD,Con,67789,52712,141,1934,23861,2293,25795,763,0,0,0,0,0,0,0,0,0,0
E14001038,Con hold,Con,Lab,82526,55614,255,17121,31983,14862,6935,0,1834,0,0,0,0,0,0,0,0,0
E14001034,Con hold,Con,Lab,80193,51437,336,23194,33842,10648,4685,0,2262,0,0,0,0,0,0,0,0,0
N06000018,SF hold,SF,DUP,66259,41186,189,7478,0,0,0,0,521,0,0,9066,16544,7330,2774,3979,972,0
E14001035,Con hold,Con,LD,76241,57530,296,24499,34909,9496,10410,0,2715,0,0,0,0,0,0,0,0,0
E14001039,Lab hold,Lab,Con,75680,45042,134,6728,14314,21042,2428,5959,1299,0,0,0,0,0,0,0,0,0
E14001040,Con hold,Con,LD,68240,53027,217,628,20373,12543,19745,0,0,0,0,0,0,0,0,0,366,0
E14001041,Con hold,Con,LD,75582,58890,210,985,28430,2723,27445,0,0,0,0,0,0,0,0,0,292,0
E14001042,Con hold,Con,LD,75038,53750,201,20079,31501,8147,11422,0,1796,0,0,0,0,0,0,0,884,0
E14001043,Lab hold,Lab,Con,57280,43547,112,6105,16179,22284,2917,1219,948,0,0,0,0,0,0,0,0,0
E14001044,Lab hold,Lab,Con,55550,42918,107,3003,17692,20695,2706,860,965,0,0,0,0,0,0,0,0,0
E14001045,Con hold,Con,Lab,70402,49344,209,24082,32876,8794,4584,0,3090,0,0,0,0,0,0,0,0,0
E14001046,Con hold,Con,LD,83845,61305,392,15177,33856,8770,18679,0,0,0,0,0,0,0,0,0,0,0
E14001047,Con hold,Con,LD,75424,53937,177,9767,26396,8827,16629,0,1485,0,0,0,0,0,0,0,600,0
E14001048,Con hold,Con,LD,83953,61997,219,7383,30734,6450,23351,0,1382,0,0,0,0,0,0,0,80,0
E14001049,Con gain from Lab,Con,Lab,61660,34281,92,4080,17722,13642,960,1354,603,0,0,0,0,0,0,0,0,0
E14001050,Lab hold,Lab,Con,62883,33443,78,1235,14287,15522,1019,2094,521,0,0,0,0,0,0,0,0,0
E14001051,Con gain from Lab,Con,Lab,60534,41136,148,1661,19864,18203,2041,1028,0,0,0,0,0,0,0,0,0,0
E14001052,Con hold,Con,Lab,73485,50898,174,6758,25856,19098,3666,0,1694,0,0,0,0,0,0,0,584,0
E14001053,Con gain from Lab,Con,Lab,61370,41599,93,4176,20488,16312,1525,1749,596,0,0,0,0,0,0,0,929,0
E14001054,Lab hold,Lab,Con,75219,44707,118,3219,17227,20446,2510,3224,1300,0,0,0,0,0,0,0,0,0
E14001055,Con hold,Con,Lab,78585,54648,274,14823,30475,15652,6024,0,2008,0,0,0,0,0,0,0,489,0
W07000044,Con gain from Lab,Con,Lab,49737,33532,70,2131,15199,13068,1447,1222,445,0,2151,0,0,0,0,0,0,0
E14001056,Con hold,Con,Lab,78093,54756,168,4214,24766,20552,6543,0,1454,0,0,0,0,0,0,0,1441,0
E14001057,Con hold,Con,Lab,74775,52924,200,16781,31589,14808,4463,0,1729,0,0,0,0,0,0,0,335,0
E14001058,Con hold,Con,Lab,78077,50561,257,21413,32960,11547,4081,0,1973,0,0,0,0,0,0,0,0,0
E14001059,Lab hold,Lab,Con,76313,44759,125,10396,13459,23855,3111,2717,1559,0,0,0,0,0,0,0,58,0
E14001060,Con hold,Con,LD,82468,59260,148,16181,34588,3761,18407,0,1629,0,0,0,0,0,0,0,875,0
W07000041,Con gain from Lab,Con,Lab,51925,36552,121,1968,12959,10991,0,2184,0,0,10418,0,0,0,0,0,0,0
E14001061,Lab hold,Lab,Con,74899,49505,198,13545,13767,27312,4149,1479,2107,0,0,0,0,0,0,0,691,0
E14001062,Con hold,Con,Lab,74673,55347,228,9985,27324,17339,9992,0,0,0,0,0,0,0,0,0,692,0
