,Year,Tmax,Tmin,Tmean,Sun,Rain,AF,Station
66,1996,15.9,1.7,17.725,1527.9,1259.5,21.0,Tiree
67,1997,18.2,2.6,19.8,1556.2,1104.8000000000002,8.0,Tiree
68,1998,15.9,3.9,19.075000000000003,1369.8000000000002,1346.2,5.0,Tiree
69,1999,17.2,3.2,18.916666666666664,1486.5,1413.1,8.0,Tiree
70,2000,17.0,3.6,18.966666666666665,1658.6,1281.4,8.0,Tiree
71,2001,15.5,2.4,17.70909090909091,1350.2,886.1,17.0,Tiree
72,2002,16.8,3.9,18.972727272727273,1136.1999999999998,1196.0,4.0,Tiree
73,2003,17.7,3.3,19.73333333333333,1438.3999999999999,1007.0,12.0,Tiree
74,2004,18.1,4.3,20.45454545454546,1310.2000000000003,1182.1,2.0,Tiree
75,2005,16.4,3.0,19.463636363636365,1285.3999999999999,1103.3,10.0,Tiree
76,2006,17.7,2.6,20.38181818181818,1169.6000000000001,1187.8,12.0,Tiree
77,2007,16.2,4.3,20.59090909090909,1409.2,916.5999999999999,3.0,Tiree
78,2008,17.0,3.1,19.03333333333333,1503.6,1295.6,11.0,Tiree
79,2009,16.8,2.6,19.375,1517.9,1421.4999999999998,17.0,Tiree
80,2010,16.1,0.3,17.3,1512.6999999999998,988.9,40.0,Tiree
81,2011,15.8,3.2,19.425,1336.3000000000002,1509.8,4.0,Tiree
82,2012,17.1,3.5,18.666666666666668,1520.3999999999999,1191.8,4.0,Tiree
83,2013,17.7,1.9,18.375,1440.8999999999999,1210.3000000000002,12.0,Tiree
84,2014,17.7,3.8,20.158333333333335,1403.0,1510.8000000000002,0.0,Tiree
85,2015,15.9,2.6,18.208333333333332,1224.4999999999998,1480.7999999999997,4.0,Tiree
86,2016,16.7,2.5,19.44166666666667,1380.1,1317.0000000000002,5.0,Tiree
87,2017,16.6,3.8,19.599999999999998,1377.4,1335.8000000000002,6.0,Tiree
88,2018,17.0,2.0,18.75,1457.1,1241.1,12.0,Tiree
89,2019,17.2,4.1,20.009090909090908,1305.1999999999998,1174.6,7.0,Tiree
90,2020,16.9,2.8,19.37272727272727,1389.7,1335.2,1.0,Tiree
91,2021,17.5,2.0,19.125,1358.2999999999997,1133.2000000000003,12.0,Tiree
