,Year,Tmax,Tmin,Tmean,Sun,Rain,AF,Station
63,1992,20.5,1.0,19.666666666666668,1343.8,824.5,33.0,Sheffield
64,1993,19.4,2.2,17.981818181818184,1199.6000000000001,792.4,35.0,Sheffield
65,1994,23.3,-0.6,19.775000000000002,1364.6000000000001,905.0999999999999,32.0,Sheffield
66,1995,24.4,0.1,20.741666666666667,1586.3,667.8,36.0,Sheffield
67,1996,21.5,0.0,18.18,1157.3,670.6000000000001,49.0,Sheffield
68,1997,23.3,0.2,21.025000000000002,1583.4000000000003,784.7,23.0,Sheffield
69,1998,20.1,2.4,20.474999999999998,1396.7,925.4,22.0,Sheffield
70,1999,22.5,1.9,21.316666666666666,1625.6999999999998,880.2,25.0,Sheffield
71,2000,21.2,2.7,20.349999999999998,1405.1000000000001,1086.9,21.0,Sheffield
72,2001,21.4,0.3,20.045454545454547,1368.5,737.4,48.0,Sheffield
73,2002,21.2,2.5,21.058333333333334,1397.0,1050.1000000000001,16.0,Sheffield
74,2003,22.4,0.0,21.09166666666667,1661.7999999999997,595.1999999999999,41.0,Sheffield
75,2004,21.3,3.0,21.349999999999998,1505.3999999999999,855.2000000000002,24.0,Sheffield
76,2005,20.7,2.1,21.033333333333335,1551.6000000000001,726.9,29.0,Sheffield
77,2006,25.6,1.4,21.600000000000005,1605.8,785.1999999999999,27.0,Sheffield
78,2007,19.7,2.4,21.266666666666666,1588.6000000000001,948.8,21.0,Sheffield
79,2008,20.8,1.4,19.63636363636364,1400.8,878.2,23.0,Sheffield
80,2009,21.0,1.3,19.79090909090909,1412.3999999999999,727.8000000000001,34.0,Sheffield
81,2010,21.0,-1.9,18.308333333333334,1491.5,618.4000000000001,59.0,Sheffield
82,2011,20.3,1.9,22.125,1598.9,572.4,14.0,Sheffield
83,2012,20.9,2.3,19.816666666666666,1404.1000000000004,1146.4,25.0,Sheffield
84,2013,24.0,-0.2,19.60833333333333,1420.8,728.1999999999999,47.0,Sheffield
85,2014,23.2,3.0,21.95,1402.3999999999999,864.1999999999999,10.0,Sheffield
86,2015,20.8,2.0,20.991666666666664,1488.8,793.0,15.0,Sheffield
87,2016,21.3,2.0,20.966666666666665,1360.7000000000003,787.8000000000001,16.0,Sheffield
88,2017,21.2,2.2,21.691666666666663,1383.6,697.0000000000001,17.0,Sheffield
89,2018,21.8,0.6,21.211111111111112,1155.1,600.6,21.0,Sheffield
90,2019,22.7,3.2,22.363636363636367,1361.7,1079.2,14.0,Sheffield
91,2020,21.2,2.8,21.591666666666665,1393.6000000000001,912.2,13.0,Sheffield
92,2021,22.8,0.9,20.718181818181815,1183.8,747.9999999999999,36.0,Sheffield
