,Year,Tmax,Tmin,Tmean,Sun,Rain,AF,Station
25,1954,19.2,0.2,19.474999999999998,1427.2,733.5,44.0,Oxford
26,1955,24.3,-1.1,19.583333333333332,1682.1999999999998,584.8,66.0,Oxford
27,1956,20.9,-3.5,18.525,1465.5,630.7000000000002,58.0,Oxford
28,1957,22.2,1.6,21.2,1577.4,714.0999999999999,25.0,Oxford
29,1958,20.8,0.9,20.049999999999997,1308.3,800.2,44.0,Oxford
30,1959,23.9,-0.6,21.900000000000002,1853.3999999999999,618.4,41.0,Oxford
31,1960,21.8,1.6,20.566666666666666,1408.6000000000001,964.7,25.0,Oxford
32,1961,21.1,-0.3,21.225,1601.3,654.5,33.0,Oxford
33,1962,20.2,-1.6,18.083333333333332,1516.2,633.0,55.0,Oxford
34,1963,20.4,-5.8,17.716666666666665,1372.5,639.9,74.0,Oxford
35,1964,22.0,0.7,20.083333333333332,1519.1999999999998,418.5,40.0,Oxford
36,1965,20.1,0.5,18.916666666666668,1448.5000000000002,658.4,55.0,Oxford
37,1966,20.8,0.8,20.141666666666666,1420.3,751.1999999999999,28.0,Oxford
38,1967,22.7,2.0,20.625,1626.8999999999999,700.0,32.0,Oxford
39,1968,19.9,-0.1,19.733333333333334,1324.0000000000002,813.1,49.0,Oxford
40,1969,23.2,-0.9,20.00833333333333,1579.6,609.1999999999999,49.0,Oxford
41,1970,22.4,0.6,20.375,1649.6,641.6,50.0,Oxford
42,1971,23.2,1.5,20.416666666666668,1539.9,740.6,34.0,Oxford
43,1972,21.0,2.0,19.633333333333336,1301.4999999999998,575.7,20.0,Oxford
44,1973,22.5,1.3,20.35833333333333,1612.9,494.59999999999997,46.0,Oxford
45,1974,20.6,2.4,20.216666666666665,1506.1000000000001,783.8,14.0,Oxford
46,1975,25.1,1.7,20.941666666666666,1614.9,538.4000000000001,33.0,Oxford
47,1976,25.9,-0.4,21.266666666666666,1588.8999999999999,509.2,49.0,Oxford
