,Year,Tmax,Tmin,Tmean,Sun,Rain,AF,Station
55,1988,20.9,2.1,20.208333333333332,1374.6999999999998,572.8,16.0,Lowestoft
56,1989,22.2,2.9,20.52857142857143,720.1,258.4,7.0,Lowestoft
57,1990,23.3,2.9,22.25,1779.9,564.3000000000001,14.0,Lowestoft
58,1991,22.5,-0.5,19.941666666666666,1501.2,385.40000000000003,33.0,Lowestoft
59,1992,21.1,1.9,20.783333333333335,1583.8999999999999,637.1,22.0,Lowestoft
60,1993,20.6,2.5,19.754545454545454,1280.1999999999998,718.7000000000002,15.0,Lowestoft
61,1994,22.3,0.9,21.45,1603.7,561.7,22.0,Lowestoft
62,1995,22.6,1.3,21.483333333333338,1823.6,540.1999999999999,35.0,Lowestoft
63,1996,20.9,0.3,18.941666666666666,1530.7000000000003,497.5,43.0,Lowestoft
64,1997,22.7,0.8,21.8,1658.1999999999998,522.5,19.0,Lowestoft
65,1998,20.5,2.9,21.400000000000002,1448.9,716.1,18.0,Lowestoft
66,1999,21.3,1.6,21.916666666666668,1710.5,671.5,19.0,Lowestoft
67,2000,21.0,2.6,21.474999999999998,1482.3,721.4,14.0,Lowestoft
68,2001,21.5,1.8,20.816666666666666,1572.3000000000002,797.1,30.0,Lowestoft
69,2002,22.2,3.0,23.500000000000004,1056.4,509.4,14.0,Lowestoft
70,2003,21.6,2.0,20.38181818181818,1636.7,539.4,19.0,Lowestoft
71,2004,20.9,2.4,21.641666666666666,1524.7999999999997,693.8,21.0,Lowestoft
72,2005,20.0,2.1,21.59166666666667,1483.2,624.3999999999999,22.0,Lowestoft
73,2006,23.7,2.0,20.02,1327.9,434.70000000000005,17.0,Lowestoft
74,2007,20.8,3.4,20.56,1192.3999999999999,665.5,23.0,Lowestoft
75,2008,21.4,2.0,21.325,1645.7,707.8,23.0,Lowestoft
76,2009,22.8,1.2,21.463636363636365,1656.3999999999999,541.0,33.0,Lowestoft
