Year 1880 1890 1900 1910 1920 1930 1940 1950 1960 1970 1980 1990 2000 2010 2020
0 -0.16 -0.35 -0.08 -0.43 -0.28 -0.16 0.13 -0.17 -0.03 0.03 0.26 0.45 0.39 0.72 1.02
1 -0.08 -0.22 -0.16 -0.44 -0.19 -0.09 0.19 -0.07 0.06 -0.08 0.32 0.4 0.54 0.61 
2 -0.1 -0.27 -0.28 -0.36 -0.29 -0.16 0.07 0.01 0.03 0.01 0.14 0.22 0.63 0.65 
3 -0.17 -0.31 -0.37 -0.34 -0.27 -0.28 0.09 0.08 0.05 0.16 0.31 0.23 0.62 0.68 
4 -0.28 -0.3 -0.47 -0.15 -0.27 -0.12 0.2 -0.13 -0.2 -0.07 0.16 0.32 0.53 0.74 
5 -0.33 -0.23 -0.27 -0.14 -0.22 -0.2 0.09 -0.14 -0.11 -0.01 0.12 0.45 0.68 0.89 
6 -0.31 -0.11 -0.23 -0.36 -0.11 -0.15 -0.07 -0.19 -0.06 -0.1 0.18 0.33 0.64 1.01 
7 -0.36 -0.11 -0.39 -0.46 -0.22 -0.03 -0.03 0.05 -0.02 0.18 0.32 0.46 0.66 0.92 
8 -0.17 -0.27 -0.43 -0.3 -0.2 0 -0.11 0.06 -0.08 0.07 0.39 0.61 0.54 0.85 
9 -0.11 -0.18 -0.48 -0.28 -0.36 -0.01 -0.11 0.03 0.05 0.16 0.27 0.38 0.66 0.98 
